radius,cellID,local_order_parameter,n_close_cells
1.5030670610830352,231,,0
1.5030670610830352,232,0.9982674690407648,1
1.5030670610830352,233,,0
1.5030670610830352,235,,0
1.5030670610830352,236,,0
1.5030670610830352,237,,0
1.5030670610830352,238,0.9992109452236237,1
1.5030670610830352,239,,0
1.5030670610830352,240,,0
1.5030670610830352,241,,0
1.5030670610830352,243,0.9307183148345262,1
1.5030670610830352,244,,0
1.5030670610830352,246,,0
1.5030670610830352,247,0.9174502797828478,1
1.5030670610830352,248,,0
1.5030670610830352,249,,0
1.5030670610830352,250,0.9991522067506406,1
1.5030670610830352,251,,0
1.5030670610830352,252,0.9584211987603688,2
1.5030670610830352,253,,0
1.5030670610830352,254,,0
1.5030670610830352,256,0.9992109452236237,1
1.5030670610830352,257,,0
1.5030670610830352,258,0.9991175349815955,2
1.5030670610830352,259,0.9983826293321818,2
1.5030670610830352,260,,0
1.5030670610830352,261,,0
1.5030670610830352,262,0.9995790633583104,1
1.5030670610830352,263,,0
1.5030670610830352,264,,0
1.5030670610830352,265,,0
1.5030670610830352,266,,0
1.5030670610830352,267,0.9967526952323772,1
1.5030670610830352,268,0.9986560066048805,1
1.5030670610830352,269,,0
1.5030670610830352,270,,0
1.5030670610830352,271,0.9973731409264739,1
1.5030670610830352,272,0.9891711428883522,1
1.5030670610830352,274,0.9999851107665899,1
1.5030670610830352,275,,0
1.5030670610830352,276,0.9957886086637815,2
1.5030670610830352,277,,0
1.5030670610830352,278,,0
1.5030670610830352,279,0.9999723948437034,2
1.5030670610830352,280,,0
1.5030670610830352,281,0.9948245220951858,1
1.5030670610830352,282,,0
1.5030670610830352,283,,0
1.5030670610830352,284,,0
1.5030670610830352,285,0.9968555875518621,1
1.5030670610830352,286,,0
1.5030670610830352,287,,0
1.5030670610830352,288,,0
1.5030670610830352,289,0.9724480601035563,3
1.5030670610830352,290,,0
1.5030670610830352,291,0.998473479037264,1
1.5030670610830352,292,0.9755022560992274,2
1.5030670610830352,293,0.9968555875518621,1
1.5030670610830352,294,0.9999751484173189,2
1.5030670610830352,295,,0
1.5030670610830352,296,,0
1.5030670610830352,297,0.9965061486606239,1
1.5030670610830352,298,,0
1.5030670610830352,299,,0
1.5030670610830352,300,0.9736690260925804,2
1.5030670610830352,301,0.9401849569662729,1
1.5030670610830352,302,,0
1.5030670610830352,303,0.9521974818059573,1
1.5030670610830352,304,0.9891711428883522,1
1.5030670610830352,305,0.9994652812713293,1
1.5030670610830352,306,0.9965061486606239,1
1.5030670610830352,307,0.9951405703792034,1
1.5030670610830352,308,0.9999177546610372,1
1.5030670610830352,309,,0
1.5030670610830352,310,0.9999377597799205,1
1.5030670610830352,311,0.9510249085790959,1
1.5030670610830352,312,0.9994652812713293,1
1.5030670610830352,313,0.9295589492298786,2
1.5030670610830352,314,,0
1.5030670610830352,315,,0
1.5030670610830352,316,,0
1.5030670610830352,317,,0
1.5030670610830352,318,0.995703936018725,1
1.5030670610830352,319,0.9999177546610372,1
1.5030670610830352,320,,0
1.5030670610830352,321,,0
1.5030670610830352,322,,0
1.5030670610830352,323,,0
1.5030670610830352,324,0.9648348710880086,1
1.5030670610830352,325,,0
1.5030670610830352,326,,0
1.5030670610830352,327,,0
1.5030670610830352,328,0.9345998791424912,1
1.5030670610830352,329,0.9776891482082571,1
1.5030670610830352,330,0.9981682584386031,2
1.5030670610830352,331,0.989414914283705,1
1.5030670610830352,332,,0
1.5030670610830352,333,0.9965060023576733,2
1.5030670610830352,334,,0
1.5030670610830352,335,,0
1.5030670610830352,336,,0
1.5030670610830352,337,0.995703936018725,1
1.5030670610830352,338,,0
1.5030670610830352,339,,0
1.5030670610830352,340,,0
1.5030670610830352,341,,0
1.5030670610830352,342,,0
1.5030670610830352,343,,0
1.5030670610830352,344,0.981063180439865,1
1.5030670610830352,345,-0.6316338420115093,1
1.5030670610830352,346,0.9648348710880086,1
1.5030670610830352,347,0.9964255663595646,1
1.5030670610830352,348,0.989414914283705,1
1.5030670610830352,349,,0
1.5030670610830352,350,0.981063180439865,1
1.5030670610830352,351,,0
1.5030670610830352,352,-0.6316338420115093,1
1.5030670610830352,353,,0
1.5030670610830352,354,,0
1.5030670610830352,356,0.9966703127713042,1
1.5030670610830352,357,0.9859852026991804,2
1.5030670610830352,358,0.9997500785214243,1
1.5030670610830352,359,,0
1.5030670610830352,360,,0
1.5030670610830352,361,,0
1.5030670610830352,362,,0
1.5030670610830352,363,0.931508484359381,2
1.5030670610830352,364,0.9942812571901039,1
1.5030670610830352,365,,0
1.5030670610830352,366,,0
1.5030670610830352,367,0.9966703127713042,1
1.5030670610830352,368,,0
1.5030670610830352,369,,0
1.5030670610830352,370,,0
1.5030670610830352,371,,0
1.5030670610830352,372,,0
1.5030670610830352,375,0.9469481619988854,1
1.5030670610830352,376,0.9469481619988854,1
1.5030670610830352,377,,0
1.5030670610830352,378,,0
1.5030670610830352,379,0.013838384152511207,2
1.5030670610830352,380,,0
1.5030670610830352,381,,0
1.5030670610830352,382,,0
1.5030670610830352,383,0.9917217529833923,1
1.5030670610830352,384,0.9945303083017373,1
1.5030670610830352,385,,0
1.5030670610830352,386,0.9649479693121051,1
1.5030670610830352,388,,0
1.5030670610830352,389,0.9999625345255454,1
1.5030670610830352,390,0.9917217529833923,1
1.5030670610830352,391,0.9568762252962104,2
1.5030670610830352,392,,0
1.5030670610830352,393,,0
1.5030670610830352,394,,0
1.5030670610830352,395,,0
1.5030670610830352,396,,0
1.5030670610830352,397,0.9945303083017373,1
1.5030670610830352,398,0.9798699792348142,2
1.5030670610830352,399,0.999728853424628,1
1.5030670610830352,400,0.9864162616588273,1
1.5030670610830352,401,0.9866618484054005,2
1.5030670610830352,402,,0
1.5030670610830352,403,,0
1.5030670610830352,404,,0
1.5030670610830352,405,-0.9007403212712485,1
1.5030670610830352,406,,0
1.5030670610830352,407,,0
1.5030670610830352,408,,0
1.5030670610830352,409,0.9999625345255454,1
1.5030670610830352,410,,0
1.5030670610830352,411,0.999728853424628,1
1.5030670610830352,412,,0
1.5030670610830352,413,0.9999999999999999,1
1.5030670610830352,414,0.9999999999999998,1
1.5030670610830352,415,0.9587975481789917,2
1.5030670610830352,416,,0
1.5030670610830352,417,,0
1.5030670610830352,418,,0
1.5030670610830352,419,,0
1.5030670610830352,420,,0
1.5030670610830352,421,0.9553703930927844,1
1.5030670610830352,422,0.9995094098949969,1
1.5030670610830352,423,,0
1.5030670610830352,424,0.9687906150776674,1
1.5030670610830352,425,,0
1.5030670610830352,426,0.9986707093363721,1
1.5030670610830352,427,0.9986707093363721,1
1.5030670610830352,428,0.9996539193528472,1
1.5030670610830352,429,0.9995094098949969,1
1.5030670610830352,430,0.9999999999999999,1
1.5030670610830352,431,0.9775121562228157,2
1.5030670610830352,432,,0
1.5030670610830352,433,0.9968181471121479,1
1.5030670610830352,435,,0
1.5030670610830352,436,,0
1.5030670610830352,437,,0
1.5030670610830352,438,,0
1.5030670610830352,439,0.9954030279656501,1
1.5030670610830352,440,,0
1.5030670610830352,441,0.9978747807994681,1
1.5030670610830352,442,,0
1.5030670610830352,443,0.9990349043775015,1
1.5030670610830352,444,,0
1.5030670610830352,445,,0
1.5030670610830352,446,,0
1.5030670610830352,447,0.9124043872844037,2
1.5030670610830352,448,0.9976952641000101,2
1.5030670610830352,449,,0
1.5030670610830352,450,,0
1.5030670610830352,452,,0
1.5030670610830352,453,,0
1.5030670610830352,454,,0
1.5030670610830352,455,0.9990349043775015,1
1.5030670610830352,456,0.9454406092496229,2
1.5030670610830352,457,,0
1.5030670610830352,458,0.9937286621023349,2
1.5030670610830352,459,0.9976511334554071,2
1.5030670610830352,460,,0
1.5030670610830352,461,0.9002420414067238,1
1.5030670610830352,462,0.9984995899857246,1
1.5030670610830352,463,,0
1.5030670610830352,464,,0
1.5030670610830352,466,,0
1.5030670610830352,467,,0
1.5030670610830352,468,0.9932815307070998,2
1.5030670610830352,469,,0
1.5030670610830352,470,0.9951991669044323,1
1.5030670610830352,471,0.8965708637388559,2
1.5030670610830352,472,,0
1.5030670610830352,473,,0
1.5030670610830352,474,0.9965830146712924,2
1.5030670610830352,475,,0
1.5030670610830352,476,,0
1.5030670610830352,477,0.9345832192186114,1
1.5030670610830352,478,,0
1.5030670610830352,479,0.9662077337083728,1
1.5030670610830352,480,0.9772799631768978,2
1.5030670610830352,481,0.9951652311659841,1
1.5030670610830352,482,0.9898557655332016,2
1.5030670610830352,483,,0
1.5030670610830352,484,,0
1.5030670610830352,485,,0
1.5030670610830352,486,,0
1.5030670610830352,487,,0
1.5030670610830352,488,,0
1.5030670610830352,489,,0
1.5030670610830352,490,,0
1.5030670610830352,491,0.9951652311659841,1
1.5030670610830352,492,,0
1.5030670610830352,493,,0
1.5030670610830352,494,0.9949245283932289,1
1.5030670610830352,495,,0
1.5030670610830352,496,0.9912482947377554,1
1.5030670610830352,497,,0
1.5030670610830352,498,,0
1.5030670610830352,499,,0
1.5030670610830352,500,0.9961131882498416,1
1.5030670610830352,501,,0
1.5030670610830352,502,0.9345832192186114,1
1.5030670610830352,503,,0
1.5030670610830352,504,0.9921766335999014,2
1.5030670610830352,505,0.9598934869969352,1
1.5030670610830352,506,,0
1.5030670610830352,507,,0
1.5030670610830352,508,0.9961131882498416,1
1.5030670610830352,509,0.9949245283932289,1
1.5030670610830352,510,,0
1.5030670610830352,511,,0
1.5030670610830352,512,,0
1.5030670610830352,513,,0
1.5030670610830352,514,,0
1.5030670610830352,515,0.983072926673558,1
1.5030670610830352,516,,0
1.5030670610830352,517,0.9965744934303071,2
1.5030670610830352,518,,0
1.5030670610830352,519,0.9992768173932369,1
1.5030670610830352,520,,0
1.5030670610830352,521,0.9972729153452876,1
1.5030670610830352,522,,0
1.5030670610830352,524,,0
1.5030670610830352,525,0.9901729210094228,2
1.5030670610830352,526,,0
1.5030670610830352,527,,0
1.5030670610830352,528,0.9999387319556525,1
1.5030670610830352,529,0.978838643342334,2
1.5030670610830352,530,0.9995601000599621,1
1.5030670610830352,531,,0
1.5030670610830352,532,,0
1.5030670610830352,533,0.9999387319556525,1
1.5030670610830352,534,0.9933080838227826,1
1.5030670610830352,535,,0
1.5030670610830352,536,,0
1.5030670610830352,538,0.9907849507664797,1
1.5030670610830352,539,,0
1.5030670610830352,540,,0
1.5030670610830352,541,,0
1.5030670610830352,542,,0
1.5030670610830352,543,,0
1.5030670610830352,544,0.9978952079753312,2
1.5030670610830352,545,-0.92097571926057,1
1.5030670610830352,546,0.9730981751327819,1
1.5030670610830352,547,,0
1.5030670610830352,548,,0
1.5030670610830352,549,0.9995601000599621,1
1.5030670610830352,550,,0
1.5030670610830352,551,,0
1.5030670610830352,552,,0
1.5030670610830352,553,0.9832132441707598,2
1.5030670610830352,554,0.9994161009647416,1
1.5030670610830352,555,0.9992768173932369,1
1.5030670610830352,556,,0
1.5030670610830352,557,,0
1.5030670610830352,558,0.9999946949461404,1
1.5030670610830352,559,,0
1.5030670610830352,560,-0.92097571926057,1
1.5030670610830352,561,0.9730981751327819,1
1.5030670610830352,562,,0
1.5030670610830352,563,,0
1.5030670610830352,564,,0
1.5030670610830352,565,,0
1.5030670610830352,566,0.9978318791661424,1
1.5030670610830352,567,0.9978938548000262,2
1.5030670610830352,568,0.9960294244142525,2
1.5030670610830352,569,,0
1.5030670610830352,570,,0
1.5030670610830352,571,0.9994161009647416,1
1.5030670610830352,572,0.9995368176752619,1
1.5030670610830352,573,0.9996257416229262,2
1.5030670610830352,574,,0
1.5030670610830352,575,,0
1.5030670610830352,576,,0
1.5030670610830352,577,0.9999851242988785,1
1.5030670610830352,578,,0
1.5030670610830352,579,,0
1.5030670610830352,580,0.8993983592637345,1
1.5030670610830352,581,,0
1.5030670610830352,582,,0
1.5030670610830352,583,0.9978318791661424,1
1.5030670610830352,585,,0
1.5030670610830352,586,,0
1.5030670610830352,587,,0
1.5030670610830352,588,0.999256788299712,1
1.5030670610830352,590,,0
1.5030670610830352,591,,0
1.5030670610830352,592,,0
1.5030670610830352,593,,0
1.5030670610830352,594,,0
1.5030670610830352,595,,0
1.5030670610830352,596,0.9979941887683449,1
1.5030670610830352,597,,0
1.5030670610830352,598,,0
1.5030670610830352,599,,0
1.5030670610830352,601,0.9995368176752619,1
1.5030670610830352,602,,0
1.5030670610830352,604,0.9976707368737118,3
1.5030670610830352,605,,0
1.5030670610830352,606,0.9983931441426538,2
1.5030670610830352,607,,0
1.5030670610830352,608,,0
1.5030670610830352,609,,0
1.5030670610830352,610,0.9990119545956093,1
1.5030670610830352,611,0.9997359653024763,1
1.5030670610830352,612,0.9979941887683449,1
1.5030670610830352,613,0.9990119545956093,1
1.5030670610830352,614,,0
1.5030670610830352,615,,0
1.5030670610830352,616,,0
1.5030670610830352,617,0.9970503229828312,1
1.5030670610830352,618,0.9490971628730192,2
1.5030670610830352,619,,0
1.5030670610830352,620,,0
1.5030670610830352,621,,0
1.5030670610830352,622,,0
1.5030670610830352,623,,0
1.5030670610830352,624,0.9986641492255368,1
1.5030670610830352,625,,0
1.5030670610830352,626,,0
1.5030670610830352,627,,0
1.5030670610830352,628,0.9990663202235779,1
1.5030670610830352,629,0.9967053992434094,1
1.5030670610830352,630,0.9990663202235779,1
1.5030670610830352,632,0.99215068824995,1
1.5030670610830352,633,0.911228765808013,1
1.5030670610830352,634,0.9989704718753748,1
1.5030670610830352,635,0.9726430232905017,1
1.5030670610830352,637,0.9970455809447573,2
1.5030670610830352,638,,0
1.5030670610830352,639,0.9967053992434094,1
1.5030670610830352,640,,0
1.5030670610830352,641,,0
1.5030670610830352,642,0.99215068824995,1
1.5030670610830352,643,,0
1.5030670610830352,644,0.9954214964934238,1
1.5030670610830352,645,0.9990453425419975,2
1.5030670610830352,646,0.9762532126107136,1
1.5030670610830352,647,0.998829524951154,2
1.5030670610830352,649,0.9989704718753748,1
1.5030670610830352,650,0.9755098558388994,1
1.5030670610830352,651,,0
1.5030670610830352,652,,0
1.5030670610830352,653,0.9943266365071328,1
1.5030670610830352,654,0.9943266365071328,1
1.5030670610830352,655,,0
1.5030670610830352,656,0.9726430232905017,1
1.5030670610830352,657,0.9916004111862217,1
1.5030670610830352,658,,0
1.5030670610830352,659,,0
1.5030670610830352,660,0.9990350873883577,1
1.5030670610830352,661,0.955171192128,1
1.5030670610830352,662,0.955171192128,1
1.5030670610830352,663,0.9974692010059164,1
1.5030670610830352,665,,0
1.5030670610830352,666,,0
1.5030670610830352,667,0.9198486835060787,1
1.5030670610830352,668,0.9755098558388994,1
1.5030670610830352,669,,0
1.5030670610830352,670,0.9994265358584582,1
1.5030670610830352,671,0.9974692010059164,1
1.5030670610830352,672,,0
1.5030670610830352,673,0.9990350873883577,1
1.5030670610830352,674,0.9991991822466473,1
1.5030670610830352,675,,0
1.5030670610830352,676,,0
1.5030670610830352,677,,0
1.5030670610830352,678,,0
1.5030670610830352,679,,0
1.5030670610830352,680,0.9990198212642776,2
1.5030670610830352,681,,0
1.5030670610830352,682,,0
1.5030670610830352,683,0.9974020893564683,2
1.5030670610830352,685,,0
1.5030670610830352,686,0.9762532126107136,1
1.5030670610830352,687,0.911228765808013,1
1.5030670610830352,688,0.9983578136084605,1
1.5030670610830352,689,0.9993826822195129,1
1.5030670610830352,690,,0
1.5030670610830352,691,0.920235700006685,1
1.5030670610830352,692,0.9916004111862217,1
1.5030670610830352,693,0.9999989042320749,1
1.5030670610830352,695,0.9999989042320749,1
1.5030670610830352,696,,0
1.5030670610830352,697,,0
1.5030670610830352,698,0.8382261666810449,2
1.5030670610830352,699,,0
1.5030670610830352,700,,0
1.5030670610830352,701,0.9996537475406451,1
1.5030670610830352,702,0.9198486835060787,1
1.5030670610830352,703,0.9983578136084605,1
1.5030670610830352,705,0.9949569159314416,1
1.5030670610830352,706,0.9857041996652999,1
1.5030670610830352,707,,0
1.5030670610830352,708,0.6772531511154424,1
1.5030670610830352,709,,0
1.5030670610830352,710,,0
1.5030670610830352,711,,0
1.5030670610830352,712,,0
1.5030670610830352,713,0.9983858949879102,1
1.5030670610830352,714,,0
1.5030670610830352,715,,0
1.5030670610830352,716,,0
1.5030670610830352,717,-0.9564202328761223,1
1.5030670610830352,718,,0
1.5030670610830352,719,0.9857041996652999,1
1.5030670610830352,720,0.920235700006685,1
1.5030670610830352,721,0.987428745223874,1
1.5030670610830352,723,,0
1.5030670610830352,724,,0
1.5030670610830352,725,0.9949569159314416,1
1.5030670610830352,726,,0
1.5030670610830352,727,,0
1.5030670610830352,728,,0
1.5030670610830352,729,0.9997903048970925,1
1.5030670610830352,730,,0
1.5030670610830352,731,,0
1.5030670610830352,732,,0
1.5030670610830352,733,,0
1.5030670610830352,734,0.9980991745570735,1
1.5030670610830352,735,,0
1.5030670610830352,736,-0.9564202328761223,1
1.5030670610830352,737,,0
1.5030670610830352,738,0.9999099261392514,1
1.5030670610830352,739,0.987428745223874,1
1.5030670610830352,740,0.9873186575371368,2
1.5030670610830352,741,0.9906600539991772,1
1.5030670610830352,742,,0
1.5030670610830352,743,,0
1.5030670610830352,744,,0
1.5030670610830352,745,,0
1.5030670610830352,746,,0
1.5030670610830352,747,0.9980991745570735,1
1.5030670610830352,748,0.9996913319378378,2
1.5030670610830352,749,,0
1.5030670610830352,750,,0
1.5030670610830352,751,0.974847010177181,1
1.5030670610830352,752,0.9999099261392514,1
1.5030670610830352,753,,0
1.5030670610830352,754,,0
1.5030670610830352,755,0.9906600539991772,1
1.5030670610830352,756,0.9998440213970046,1
1.5030670610830352,757,,0
1.5030670610830352,758,,0
1.5030670610830352,759,,0
1.5030670610830352,760,,0
1.5030670610830352,761,,0
1.5030670610830352,762,,0
1.5030670610830352,763,0.999538642478671,1
1.5030670610830352,765,,0
1.5030670610830352,767,0.9938304286734723,1
1.5030670610830352,768,,0
1.5030670610830352,769,,0
1.5030670610830352,770,,0
1.5030670610830352,771,0.9875987608867776,2
1.5030670610830352,772,,0
1.5030670610830352,773,,0
1.5030670610830352,774,0.9999967715539441,1
1.5030670610830352,775,0.9752007502196112,1
1.5030670610830352,776,,0
1.5030670610830352,777,0.995939042275874,2
1.5030670610830352,778,,0
1.5030670610830352,779,0.9962490672175676,1
1.5030670610830352,780,0.995414690320176,1
1.5030670610830352,781,,0
1.5030670610830352,782,,0
1.5030670610830352,783,0.9926865188916867,2
1.5030670610830352,784,,0
1.5030670610830352,785,,0
1.5030670610830352,786,,0
1.5030670610830352,787,0.9846232660466403,1
1.5030670610830352,788,,0
1.5030670610830352,789,0.9551491149822217,1
1.5030670610830352,791,,0
1.5030670610830352,792,,0
1.5030670610830352,793,0.9636544764238504,1
1.5030670610830352,794,0.9846232660466403,1
1.5030670610830352,795,,0
1.5030670610830352,796,,0
1.5030670610830352,797,0.9998377150265199,1
1.5030670610830352,798,,0
1.5030670610830352,799,,0
1.5030670610830352,800,0.9980852395774703,2
1.5030670610830352,801,,0
1.5030670610830352,802,0.9551491149822217,1
1.5030670610830352,803,,0
1.5030670610830352,804,0.9999391815868314,1
1.5030670610830352,805,0.9998377150265199,1
1.5030670610830352,806,0.7750892894740631,1
1.5030670610830352,807,,0
1.5030670610830352,808,,0
1.5030670610830352,809,,0
1.5030670610830352,810,0.995414690320176,1
1.5030670610830352,811,0.9873253819050974,1
1.5030670610830352,812,,0
1.5030670610830352,813,,0
1.5030670610830352,814,0.9711130195627131,1
1.5030670610830352,815,0.9996763908938948,2
1.5030670610830352,816,0.8693718829489567,2
1.5030670610830352,817,,0
1.5030670610830352,818,0.9582877607731982,1
1.5030670610830352,819,,0
1.5030670610830352,820,0.991895605909128,2
1.5030670610830352,821,,0
1.5030670610830352,822,0.9994313698504167,1
1.5030670610830352,823,0.9992323164913797,2
1.5030670610830352,824,0.9711130195627131,1
1.5030670610830352,825,0.9990987210408603,1
1.5030670610830352,826,0.9582877607731982,1
1.5030670610830352,827,,0
1.5030670610830352,828,,0
1.5030670610830352,829,,0
1.5030670610830352,831,,0
1.5030670610830352,832,,0
1.5030670610830352,833,,0
1.5030670610830352,834,,0
1.5030670610830352,835,,0
1.5030670610830352,836,,0
1.5030670610830352,837,,0
1.5030670610830352,838,,0
1.5030670610830352,839,,0
1.5030670610830352,840,,0
1.5030670610830352,841,,0
1.5030670610830352,842,,0
1.5030670610830352,843,0.9607260537926853,1
1.5030670610830352,844,0.978082191780822,1
1.5030670610830352,845,0.9760015049099438,1
1.5030670610830352,846,,0
1.5030670610830352,847,0.9760015049099438,1
1.5030670610830352,848,0.9990987210408603,1
1.5030670610830352,849,,0
1.5030670610830352,850,0.9852657604223279,1
1.5030670610830352,851,,0
1.5030670610830352,852,,0
1.5030670610830352,853,,0
1.5030670610830352,854,0.9607260537926853,1
1.5030670610830352,855,,0
1.5030670610830352,856,,0
1.5030670610830352,857,0.06605996741999698,2
1.5030670610830352,858,,0
1.5030670610830352,859,,0
1.5030670610830352,860,,0
1.5030670610830352,861,0.9980351252169185,1
1.5030670610830352,862,,0
1.5030670610830352,863,,0
1.5030670610830352,864,,0
1.5030670610830352,865,,0
1.5030670610830352,866,,0
1.5030670610830352,867,,0
1.5030670610830352,868,,0
1.5030670610830352,869,,0
1.5030670610830352,871,,0
1.5030670610830352,872,-0.845962256940828,1
1.5030670610830352,874,,0
1.5030670610830352,875,0.9999609437737651,1
1.5030670610830352,876,,0
1.5030670610830352,877,,0
1.5030670610830352,878,,0
1.5030670610830352,879,0.9962186505687552,1
1.5030670610830352,880,,0
1.5030670610830352,881,,0
1.5030670610830352,882,0.9999380088398208,1
1.5030670610830352,883,0.9982159829412164,1
1.5030670610830352,884,-0.9832267048745865,1
1.5030670610830352,885,,0
1.5030670610830352,886,,0
1.5030670610830352,889,,0
1.5030670610830352,891,0.9999380088398208,1
1.5030670610830352,892,0.9982159829412164,1
1.5030670610830352,893,0.9980351252169185,1
1.5030670610830352,894,0.9999609437737651,1
1.5030670610830352,895,,0
1.5030670610830352,896,0.9790244237494756,1
1.5030670610830352,897,0.9993702430709105,1
1.5030670610830352,898,-0.9246204392737322,1
1.5030670610830352,899,0.9962186505687552,1
1.5030670610830352,900,0.9993702430709105,1
1.5030670610830352,901,,0
1.5030670610830352,902,,0
1.5030670610830352,903,,0
1.5030670610830352,904,,0
1.5030670610830352,905,-0.9832267048745865,1
1.5030670610830352,906,0.9039668368026096,1
1.5030670610830352,907,0.9955995754004344,1
1.5030670610830352,908,0.9790244237494756,1
1.5030670610830352,909,0.9968480964044498,1
1.5030670610830352,910,0.9371014286078718,2
1.5030670610830352,911,,0
1.5030670610830352,912,-0.9246204392737322,1
1.5030670610830352,913,0.9838110194415988,1
1.5030670610830352,914,0.9883527727110462,1
1.5030670610830352,916,,0
1.5030670610830352,917,,0
1.5030670610830352,918,0.9897052974210165,2
1.5030670610830352,919,0.9966230518052142,2
1.5030670610830352,920,,0
1.5030670610830352,921,,0
1.5030670610830352,922,,0
1.5030670610830352,923,,0
1.5030670610830352,924,,0
1.5030670610830352,925,,0
1.5030670610830352,926,,0
1.5030670610830352,927,,0
1.5030670610830352,928,,0
1.5030670610830352,929,,0
1.5030670610830352,930,,0
1.5030670610830352,931,0.9883527727110462,1
1.5030670610830352,932,0.9702360204131342,1
1.5030670610830352,933,0.0033495143159374408,2
1.5030670610830352,934,,0
1.5030670610830352,935,0.999377840367201,2
1.5030670610830352,936,,0
1.5030670610830352,937,,0
1.5030670610830352,938,0.9878441462749302,1
1.5030670610830352,939,0.9989163296805258,1
1.5030670610830352,940,,0
1.5030670610830352,941,0.9597556160009365,1
1.5030670610830352,942,0.9647917861707892,1
1.5030670610830352,943,0.9647917861707892,1
1.5030670610830352,944,0.9878441462749302,1
1.5030670610830352,945,,0
1.5030670610830352,946,0.005004566102367158,2
1.5030670610830352,947,0.9689808303950193,2
1.5030670610830352,949,,0
1.5030670610830352,950,,0
1.5030670610830352,951,0.9985341531983649,2
1.5030670610830352,952,,0
1.5030670610830352,953,,0
1.5030670610830352,954,0.9736580259077845,2
1.5030670610830352,955,,0
1.5030670610830352,956,,0
1.5030670610830352,957,,0
1.5030670610830352,958,,0
1.5030670610830352,959,0.9998599141666664,1
1.5030670610830352,960,0.9930178509577556,2
1.5030670610830352,961,0.9998599141666664,1
1.5030670610830352,962,,0
1.5030670610830352,963,,0
1.5030670610830352,964,,0
1.5030670610830352,965,,0
1.5030670610830352,966,0.9973601956178921,1
1.5030670610830352,967,,0
1.5030670610830352,968,,0
1.5030670610830352,969,0.9381223097361623,1
1.5030670610830352,970,0.9976544220801149,1
1.5030670610830352,971,,0
1.5030670610830352,972,0.9997543402857033,1
1.5030670610830352,973,0.9990914474757798,1
1.5030670610830352,974,,0
1.5030670610830352,975,0.9962957186869114,1
1.5030670610830352,976,0.9875604358146326,1
1.5030670610830352,977,0.9865161236283653,2
1.5030670610830352,978,0.9990914474757798,1
1.5030670610830352,979,0.9915998857796051,2
1.5030670610830352,980,0.9860696417884023,1
1.5030670610830352,981,0.9758005225870604,1
1.5030670610830352,982,0.9999660601271091,1
1.5030670610830352,983,,0
1.5030670610830352,984,0.989849674925538,1
1.5030670610830352,985,0.9961560526164581,2
1.5030670610830352,986,0.9753778251766156,1
1.5030670610830352,987,0.996016386546005,1
1.5030670610830352,988,0.9755154662621017,1
1.5030670610830352,989,0.9755154662621017,1
1.5030670610830352,990,,0
1.5030670610830352,991,0.9983260091138852,1
1.5030670610830352,992,,0
1.5030670610830352,993,0.9912736625008041,2
1.5030670610830352,994,,0
1.5030670610830352,995,-0.9181379042541027,1
1.5030670610830352,996,,0
1.5030670610830352,997,0.9983260091138852,1
1.5030670610830352,998,,0
1.5030670610830352,999,0.9933254657741724,2
1.5030670610830352,1000,0.8981567912649568,1
1.5030670610830352,1001,0.8981567912649568,1
1.5030670610830352,1002,,0
1.5030670610830352,1003,0.9758005225870604,1
1.5030670610830352,1004,,0
1.5030670610830352,1005,0.9969469936173717,1
1.5030670610830352,1006,,0
1.5030670610830352,1007,-0.9181379042541027,1
1.5030670610830352,1008,0.9968012566228067,1
1.5030670610830352,1009,,0
1.5030670610830352,1010,0.9982716939862196,1
1.5030670610830352,1011,,0
1.5030670610830352,1012,0.9934258421502116,1
1.5030670610830352,1013,0.992731663826923,2
1.5030670610830352,1014,0.9994283108739144,1
1.5030670610830352,1015,0.9969469936173717,1
1.5030670610830352,1016,,0
1.5030670610830352,1017,,0
1.5030670610830352,1018,0.9999807111788345,1
1.5030670610830352,1019,,0
1.5030670610830352,1020,0.999207260603148,1
1.5030670610830352,1021,0.9980070863808288,1
1.5030670610830352,1022,,0
1.5030670610830352,1023,0.9963528387999749,1
1.5030670610830352,1024,0.9999807111788345,1
1.5030670610830352,1025,0.9921842601532869,2
1.5030670610830352,1026,0.9296103977899958,1
1.5030670610830352,1027,0.9805041177538525,2
1.5030670610830352,1029,0.9615799246337907,1
1.5030670610830352,1030,0.9934258421502116,1
1.5030670610830352,1031,0.9982716939862196,1
1.5030670610830352,1032,,0
1.5030670610830352,1033,0.999207260603148,1
1.5030670610830352,1034,,0
1.5030670610830352,1035,,0
1.5030670610830352,1036,,0
1.5030670610830352,1037,0.9994976563873419,1
1.5030670610830352,1038,0.9963528387999749,1
1.5030670610830352,1039,0.9994976563873419,1
1.5030670610830352,1040,,0
1.5030670610830352,1041,0.9689922000319908,1
1.5030670610830352,1042,0.9485262053770342,1
1.5030670610830352,1043,,0
1.5030670610830352,1044,0.9587592027045125,2
1.5030670610830352,1045,,0
1.5030670610830352,1046,,0
1.5030670610830352,1047,,0
1.5030670610830352,1048,0.9296103977899958,1
1.5030670610830352,1049,,0
1.5030670610830352,1050,,0
1.5030670610830352,1051,,0
1.5030670610830352,1052,0.9999881603561361,1
1.5030670610830352,1053,,0
1.5030670610830352,1054,0.9232004664752186,1
1.5030670610830352,1055,0.9869250721771332,1
