Frame,Coverage [%],Cell Density [bacteria/pixel^2],Cell Density [bacteria/micron^2]
0,68.87063700159001,0.0012658524186643836,0.2996100399205641
1,68.93453877965999,0.0012751689395792563,0.3018151336282263
2,68.88755007032779,0.0012605969453277886,0.29836614090598546
3,68.83408757338552,0.001257252553204501,0.297574568805799
4,68.73882017490214,0.001246741606531311,0.29508677077664164
5,68.6865521037182,0.0012534303907778864,0.2966699149770145
6,68.64407832375244,0.0012555803571428572,0.2971787827557058
7,68.725442606409,0.0012551025868395304,0.2970657010271077
8,68.65021767215019,0.0012505637689579257,0.29599142460542616
9,68.615149331886,0.0012634635671477496,0.2990446312775738
10,68.5819442958048,0.001266091303816047,0.29966658078486313
11,68.4766914979819,0.0012539081610812132,0.2967829967056126
12,68.37929802164872,0.0012510415392612525,0.2961045063340242
13,67.8565456442637,0.0012398139371330725,0.29344708571196976
14,67.63137250030577,0.0012386195113747553,0.2931643813904746
15,67.78368567300636,0.0012517581947162426,0.2962741289269213
16,68.20527018866194,0.0012617913710861056,0.2986488452274806
17,68.0542708842955,0.00126489687805773,0.299383876463368
18,67.81806124633071,0.0012639413374510764,0.2991577130061719
19,67.75554500214042,0.0012691968107876712,0.30040161202075055
20,67.86684159430038,0.001271346777152642,0.3009104797994418
21,67.67499292899952,0.0012605969453277886,0.29836614090598546
22,67.29616885549167,0.0012582080938111546,0.29780073226299514
23,67.07715894844667,0.0012562970125978474,0.2973484053486029
24,66.98939254372553,0.0012522359650195694,0.2963872106555194
25,67.16932083995842,0.0012414861331947163,0.293842871762063
26,67.08196053999511,0.0012503248838062623,0.2959348837411271
27,66.73660427623533,0.0012536692759295498,0.2967264558413135
28,66.48025661998533,0.0012414861331947163,0.293842871762063
29,66.28059641022504,0.0012524748501712328,0.2964437515198184
30,66.3789215386497,0.001248413802592955,0.29548255682673485
31,66.28358247462084,0.0012476971471379649,0.29531293423383775
32,66.24256589408023,0.001249608228351272,0.29576526114823004
33,66.09256990735078,0.00124244167380137,0.2940690352192591
34,66.06622087512231,0.0012522359650195694,0.2963872106555194
35,66.27603370382828,0.0012426805589530333,0.2941255760835581
36,66.3469109283268,0.0012438749847113503,0.2944082804050533
37,66.12006558830724,0.0012460249510763209,0.29491714818374454
38,66.15119232356899,0.001248413802592955,0.29548255682673485
39,66.28747630259295,0.0012422027886497065,0.2940124943549601
40,66.14791959699119,0.0012429194441046967,0.2941821169478572
41,66.186093444227,0.0012474582619863015,0.29525639336953874
42,65.97501452421723,0.0012510415392612525,0.2961045063340242
43,65.91003776296478,0.0012553414719911938,0.29712224189140674
44,66.0129255977862,0.0012500859986545989,0.29587834287682807
45,65.93664956886008,0.0012491304580479453,0.29565217941963196
46,66.11180016205968,0.0012527137353228962,0.2965002923841174
47,66.17670525776663,0.0012541470462328766,0.2968395375699116
48,66.35954795284981,0.0012582080938111546,0.29780073226299514
49,66.26542720309442,0.0012670468444227006,0.29989274424205925
50,66.13683532595401,0.0012665690741193738,0.2997796625134612
51,66.23910205938111,0.0012720634326076322,0.3010801023923389
52,65.9983058265044,0.0012768411356409001,0.30221091967831953
53,66.15979218902886,0.0012763633653375733,0.30209783794972145
54,66.29266011038405,0.0012792299871575343,0.30277632832130985
55,66.07556128455235,0.0012842465753424657,0.3039636864715895
56,66.2492546783268,0.0012804244129158513,0.303059032642805
57,65.91106496911692,0.0012847243456457925,0.30407676820018753
58,65.83228064609834,0.001290935359589041,0.30554683067196237
59,65.96493357081702,0.0012842465753424657,0.3039636864715895
