Frame,Coverage [%],Cell Density [bacteria/pixel^2],Cell Density [bacteria/micron^2]
0,65.05236840294765,0.0010071397994129158,0.23837628388471377
1,65.185116881727,0.0010080953400195694,0.2386024473419099
2,65.34760656188845,0.0010064231439579257,0.2382066612918167
3,65.51554282350783,0.0010069009142612525,0.23831974302041475
4,65.75483407992905,0.0010071397994129158,0.23837628388471377
5,65.92028593597114,0.0010128730430528376,0.23973326462789052
6,66.0178944089408,0.0010114397321428572,0.23939401944209632
7,66.13277427837573,0.0010202784827544032,0.24148603142116046
8,66.14593685023239,0.0010245784154843444,0.24250376697854303
9,66.14603240429305,0.0010279228076076322,0.24329533907872947
10,66.1719753317637,0.0010317449700342465,0.24419999290751396
11,66.19677161050636,0.0010312671997309197,0.24408691117891587
12,66.052102762659,0.00103198385518591,0.24425653377181297
13,66.02200323354941,0.0010293561185176125,0.24363458426452364
14,65.9986641542319,0.0010350893621575343,0.2449915650077004
15,66.1084557699364,0.0010374782136741683,0.24555697365069068
16,66.10754800636008,0.001037239328522505,0.24550043278639166
17,66.23530378546967,0.0010417781464041097,0.24657470920807323
18,66.27646369710128,0.0010401059503424657,0.24617892315798
19,66.40512723978719,0.0010410614909491193,0.24640508661517616
20,66.3892174886864,0.0010465558494373777,0.24770552649405386
21,66.51551606837084,0.0010503780118639922,0.24861018032283835
22,66.62509268743885,0.001053244633683953,0.24928867069442673
23,66.72511390044032,0.0010515724376223092,0.2488928846443335
24,66.83581327972114,0.0010549168297455968,0.24968445674451994
25,67.05427375091732,0.0010604111882338552,0.2509848966233976
26,67.24053250366929,0.0010637555803571428,0.25177646872358406
27,67.25859222113503,0.001070922134907045,0.253472694652555
28,67.23152653345157,0.0010694888239970645,0.2531334494667608
29,67.27342698905333,0.0010742665270303327,0.25426426675274144
30,67.22486163772015,0.001078566459760274,0.255282002310124
31,67.1821728611179,0.0010728332161203523,0.25392502156694724
32,66.98889088490705,0.0010723554458170255,0.25381193983834915
33,66.99815962879158,0.0010713999052103717,0.25358577638115304
34,67.1218543603229,0.0010670999724804306,0.2525680408237705
35,67.21939116774706,0.0010742665270303327,0.25426426675274144
36,67.16693198844177,0.0010713999052103717,0.25358577638115304
37,67.21798174535225,0.001070922134907045,0.253472694652555
38,67.2532889707681,0.001067338857632094,0.25262458168806956
39,67.29311112555038,0.0010745054121819961,0.25432080761704046
40,67.23957696306262,0.0010687721685420743,0.2529638268738637
41,67.35990341395548,0.0010644722358121332,0.25194609131648116
42,67.35273685940558,0.0010728332161203523,0.25392502156694724
43,67.39951057210128,0.0010702054794520547,0.2533030720596579
44,67.38598967251713,0.0010788053449119373,0.255338543174423
45,67.24886959546232,0.001079283115215264,0.2554516249030211
46,67.14856172027886,0.001078088689456947,0.2551689205815259
47,67.0823188677226,0.0010842997034001957,0.25663898305330074
48,67.02094927226028,0.0010811941964285715,0.2559039518174133
49,66.78251800238503,0.0010819108518835617,0.2560735744103104
50,66.69221941505626,0.0010788053449119373,0.255338543174423
51,66.57760231928816,0.0010752220676369863,0.25449043020993756
52,66.47774832589286,0.0010699665943003913,0.2532465311953589
53,66.59083655669032,0.0010682943982387475,0.2528507451452657
54,66.59618758408757,0.0010811941964285715,0.2559039518174133
55,66.55106217893835,0.0010776109191536203,0.2550558388529279
56,66.65903826749022,0.001083344162793542,0.25641281959610457
57,66.58988101608367,0.0010795220003669275,0.2555081657673201
58,66.62745765044032,0.00108740521037182,0.2573740142891881
59,66.65170449333415,0.0010831052776418787,0.25635627873180555
60,66.72274893743885,0.001085733014310176,0.2569782282390949
61,66.78075025226272,0.0010859718994618395,0.25703476910339396
62,66.78975622248043,0.0010840608182485323,0.25658244218900167
63,66.99514967588063,0.0010905107173434442,0.2581090455250755
64,67.17460020181018,0.0010862107846135029,0.25709130996769297
65,67.30235598091977,0.0010912273727984344,0.2582786681179726
66,67.27476474590264,0.0010948106500733854,0.25912678108245807
67,67.37669704011742,0.001088599636130137,0.2576567186106833
68,67.5978569135274,0.001080955311276908,0.2558474109531143
69,67.65076997462084,0.001083344162793542,0.25641281959610457
70,67.75241560665361,0.001080955311276908,0.2558474109531143
71,67.86051113778132,0.0010776109191536203,0.2550558388529279
72,67.91349586442026,0.0010642333506604696,0.25188955045218214
73,67.95487077268835,0.001058500107020548,0.2505325697090054
74,68.22488265961351,0.0010647111209637966,0.2520026321807802
75,68.0616524354819,0.0010668610873287672,0.2525114999594715
76,68.26339094606165,0.0010811941964285715,0.2559039518174133
