Frame,Coverage [%],Cell Density [bacteria/pixel^2],Cell Density [bacteria/micron^2]
0,31.099191803754895,0.00041876567086594914,0.09911613511620096
1,31.223459859650195,0.00041637681934931505,0.09855072647321066
2,31.531454485689824,0.0004225878332925636,0.10002078894498545
3,31.775642887720156,0.0004233044887475538,0.10019041153788255
4,32.05102969055773,0.00042855996208414874,0.10143431055246123
5,32.22484252690802,0.0004307099284491194,0.1019431783311525
6,32.190705838735326,0.0004309488136007828,0.10199971919545153
7,32.30783122859589,0.00043477097602739726,0.10290437302423602
8,32.52879999388454,0.0004359654017857143,0.10318707734573118
9,32.74243498501712,0.00043954867906066534,0.10403519031021664
10,32.644635403926124,0.0004412208751223092,0.10443097636030986
11,32.826689778008806,0.00044217641572896283,0.10465713981750598
12,32.76219078705969,0.0004426541860322896,0.10477022154610403
13,32.9028463643591,0.0004433708414872798,0.10493984413900113
14,32.847807225415856,0.0004459985781555773,0.10556179364629047
15,33.10496709118151,0.00044767077421722115,0.10595757969638368
16,33.300924581090996,0.00045197070694716243,0.10697531525376625
17,33.35438707803327,0.00044886519997553814,0.10624028401787884
18,33.448030057485326,0.00044814854452054795,0.10607066142498174
19,33.59718994618395,0.0004510151663405088,0.10674915179657012
20,33.82847855002446,0.000452926247553816,0.10720147871096236
21,34.01937167471869,0.00044910408512720154,0.10629682488217787
22,34.13776315588307,0.0004524484772504892,0.1070883969823643
23,34.23828602770303,0.0004553150990704501,0.10776688735395266
24,34.374235567514674,0.00046152611301369863,0.10923694982572747
25,34.34633378180039,0.00045794283573874755,0.10838883686124201
26,34.4799661356409,0.0004622427684686888,0.10940657241862456
27,34.56161708047945,0.00046415384968199607,0.1098588993330168
28,34.57341800697162,0.0004655871605919765,0.11019814451881099
29,34.565391465875734,0.00046654270119863016,0.11042430797600712
30,34.62833770333904,0.0004658260457436399,0.11025468538311002
31,34.76426335463552,0.0004686926675636008,0.1109331757546984
32,34.75296408696184,0.00046725935665362035,0.11059393056890421
33,34.88480480216487,0.0004696482081702544,0.11115933921189451
34,34.8584557699364,0.0004732314854452055,0.11200745217637997
35,34.774630970217714,0.0004727537151418787,0.11189437044778192
36,34.90030844850783,0.00047753141817514675,0.11302518773376254
37,35.131931491560664,0.0004789647290851272,0.11336443291955672
38,35.10340860445205,0.0004780091884784736,0.1131382694623606
39,35.42877018101761,0.0004789647290851272,0.11336443291955672
40,35.453805344911935,0.0004846979727250489,0.11472141366273346
41,35.28668129280822,0.0004844590875733855,0.11466487279843443
42,35.68898777672456,0.0004875645945450098,0.11539990403432182
43,35.989075304244125,0.0004942533787915852,0.11698304823469469
44,35.783036860934445,0.0004889979054549902,0.11573914922011601
45,35.44224330357143,0.0004904312163649707,0.1160783944059102
46,35.52241316046967,0.0004930589530332681,0.11670034391319953
47,35.63265865796233,0.0004935367233365949,0.1168134256417976
48,35.62248215050147,0.0004985533115215265,0.11800078379207724
49,36.13567912181996,0.0005026143590998043,0.11896197848516077
50,36.14277401082436,0.0005073920621330724,0.12009279577114138
51,36.10316685267857,0.0005095420284980431,0.12060166354983266
52,35.872809900929546,0.0005078698324363992,0.12020587749973945
53,36.322511198935906,0.0005133641909246576,0.12150631737861715
54,36.85603729666096,0.0005167085830479452,0.12229788947880359
55,37.30170143560421,0.0005214862860812133,0.1234287067647842
56,37.6073072101272,0.000527219529721135,0.12478568750796093
57,37.47546649492417,0.0005250695633561644,0.12427681972926966
58,37.19286536050636,0.0005219640563845401,0.12354178849338227
59,37.6000689900318,0.0005317583476027397,0.12585996392964252
