Frame,Coverage [%],Cell Density [bacteria/pixel^2],Cell Density [bacteria/micron^2]
0,9.609370222296967,0.0001407033543297456,0.03330256907212913
1,9.609417999327299,0.000139747813723092,0.03307640561493301
2,9.635910362646772,0.00013807561766144815,0.032680619564839794
3,9.614912357815559,0.00013927004341976517,0.032963323886334946
4,9.643053028681507,0.00014309220584637965,0.033867977715119436
5,9.62215057791096,0.00014285332069471625,0.03381143685082041
6,9.638633653375733,0.00014237555039138942,0.03369835512222234
7,9.64486855583415,0.00014404774645303327,0.03409414117231556
8,9.607865245841488,0.00014261443554305285,0.03375489598652138
9,9.599122049290607,0.00014285332069471625,0.03381143685082041
10,9.614028482754403,0.00014356997614970647,0.0339810594437175
11,9.62795548709638,0.0001450032870596869,0.03432030462951168
12,9.637916997920744,0.00014524217221135029,0.03437684549381072
13,9.64427134295499,0.00014524217221135029,0.03437684549381072
14,9.675398078216732,0.00014428663160469667,0.034150682036614595
15,9.671432584699119,0.00014428663160469667,0.034150682036614595
16,9.63187320358366,0.00014285332069471625,0.03381143685082041
17,9.569428624938846,0.00014261443554305285,0.03375489598652138
18,9.573537449547457,0.00014404774645303327,0.03409414117231556
19,9.567015884907045,0.00014404774645303327,0.03409414117231556
20,9.589781639860567,0.00014213666523972603,0.033641814257923314
21,9.66627266542319,0.00014356997614970647,0.0339810594437175
22,9.632374862402154,0.00014404774645303327,0.03409414117231556
23,9.649526816291585,0.00014524217221135029,0.03437684549381072
24,9.69460444441047,0.00014404774645303327,0.03409414117231556
25,9.735238808708415,0.0001461977128180039,0.03460300895100684
26,9.755567935114971,0.00014667548312133073,0.0347160906796049
27,9.769399385396282,0.00014858656433463797,0.035168417593997144
28,9.78872519416585,0.00014810879403131115,0.035055335865399086
29,9.747111400746086,0.00014810879403131115,0.035055335865399086
30,9.81106095584638,0.00014763102372798435,0.03494225413680102
31,9.828714568554306,0.00014667548312133073,0.0347160906796049
32,9.833707268224071,0.00014763102372798435,0.03494225413680102
33,9.795246758806263,0.00014834767918297457,0.035111876729698115
34,9.82006692606409,0.00014763102372798435,0.03494225413680102
35,9.82560906158268,0.0001457199425146771,0.034489927222408776
36,9.85988908084638,0.0001454810573630137,0.03443338635810975
37,9.853773620963796,0.00014739213857632095,0.03488571327250199
38,9.836621667074363,0.00014739213857632095,0.03488571327250199
39,9.788295200892858,0.00014667548312133073,0.0347160906796049
40,9.75270131329501,0.00014906433463796477,0.03528149932259521
41,9.734163825525929,0.00014834767918297457,0.035111876729698115
42,9.672674787487768,0.0001500198752446184,0.03550766277979133
43,9.61691899308953,0.00014858656433463797,0.035168417593997144
44,9.655785607265166,0.000150975415851272,0.035733826236987454
45,9.656048380931995,0.0001495421049412916,0.035394581051193266
46,9.656573928265656,0.00014882544948630137,0.03522495845829618
47,9.731440534796967,0.00015121430100293543,0.03579036710128648
48,9.802437201871331,0.00015240872676125245,0.03607307142278164
49,9.851217549841,0.00015145318615459883,0.03584690796558552
50,9.888053640227495,0.00015193095645792563,0.035959989694183576
51,9.938028413955479,0.0001545586931262231,0.036581939201472916
52,10.01081671966732,0.0001540809228228963,0.03646885747287486
53,10.025340936888453,0.00015216984160958905,0.036016530558482605
54,10.050925536631606,0.00015384203767123287,0.03641231660857582
55,10.088406616927594,0.0001545586931262231,0.036581939201472916
56,10.073595737524462,0.0001552753485812133,0.03675156179437001
57,10.090652137353228,0.0001547975782778865,0.036638480065771944
58,10.099419222419275,0.00015599200403620353,0.0369211843872671
59,10.058235422272505,0.0001557531188845401,0.03686464352296807
60,10.0512838643591,0.00015503646342954991,0.03669502093007098
61,10.07080078125,0.0001557531188845401,0.03686464352296807
62,10.046697269447161,0.00015694754464285715,0.037147347844463226
63,10.014447773972602,0.0001555142337328767,0.03680810265866904
64,9.967841280883071,0.00015814197040117417,0.03743005216595838
65,9.90107288099315,0.00015646977433953033,0.03703426611586516
66,9.901001215447652,0.00015790308524951077,0.03737351130165935
67,9.836143896771036,0.00015742531494618395,0.037260429573061284
68,9.756547364236791,0.0001557531188845401,0.03686464352296807
69,9.783875825587083,0.00015718642979452055,0.037203888708762255
70,9.784592481042074,0.00015790308524951077,0.03737351130165935
71,9.809006543542074,0.00015861974070450097,0.03754313389455644
72,9.816340317698142,0.00015766420009784735,0.03731697043736032
73,9.852603083720645,0.0001593363961594912,0.03771275648745353
74,9.896534063111547,0.00016005305161448141,0.03788237908035062
75,9.912730476394325,0.0001595752813111546,0.037769297351752565
76,9.982365498104208,0.00016005305161448141,0.03788237908035062
77,10.052549955662917,0.00016005305161448141,0.03788237908035062
78,10.109882392062133,0.00016459186949608612,0.03895665550203221
79,10.176149133133562,0.00016315855858610567,0.03861741031623803
80,10.20808807791096,0.00016244190313111545,0.03844778772334093
